date,ounces_per_share,per_share_ounces_sold_to_cover_expenses,proceeds_per_share
6/30/2021,0.09363082,,
7/1/2021,0.09363091,,
7/2/2021,0.09363092,,
7/3/2021,0.09363092,,
7/4/2021,0.09363092,,
7/5/2021,0.09363092,,
7/6/2021,0.09359967,0.00003125,0.05656311
7/7/2021,0.09359968,,
7/8/2021,0.09359969,,
7/9/2021,0.09359969,,
7/10/2021,0.09359969,,
7/11/2021,0.09359969,,
7/12/2021,0.09359972,,
7/13/2021,0.09359972,,
7/14/2021,0.09359976,,
7/15/2021,0.09359976,,
7/16/2021,0.09359985,,
7/17/2021,0.09359985,,
7/18/2021,0.09359985,,
7/19/2021,0.09359985,,
7/20/2021,0.09359985,,
7/21/2021,0.09359985,,
7/22/2021,0.09359988,,
7/23/2021,0.09359988,,
7/24/2021,0.09359988,,
7/25/2021,0.09359988,,
7/26/2021,0.09359992,,
7/27/2021,0.09359992,,
7/28/2021,0.09359992,,
7/29/2021,0.09359976,,
7/30/2021,0.09359976,,
7/31/2021,0.09359976,,
8/1/2021,0.09359976,,
8/2/2021,0.09359982,,
8/3/2021,0.09359987,,
8/4/2021,0.09359987,,
8/5/2021,0.09356778,0.00003210,0.05780201
8/6/2021,0.09356779,,
8/7/2021,0.09356779,,
8/8/2021,0.09356779,,
8/9/2021,0.09356781,,
8/10/2021,0.09356781,,
8/11/2021,0.09356781,,
8/12/2021,0.09356781,,
8/13/2021,0.09356783,,
8/14/2021,0.09356783,,
8/15/2021,0.09356783,,
8/16/2021,0.09356785,,
8/17/2021,0.09356791,,
8/18/2021,0.09356794,,
8/19/2021,0.09356794,,
8/20/2021,0.09356802,,
8/21/2021,0.09356802,,
8/22/2021,0.09356802,,
8/23/2021,0.09356813,,
8/24/2021,0.09356818,,
8/25/2021,0.09356826,,
8/26/2021,0.09356826,,
8/27/2021,0.09356826,,
8/28/2021,0.09356826,,
8/29/2021,0.09356826,,
8/30/2021,0.09356826,,
8/31/2021,0.09356830,,
9/1/2021,0.09356830,,
9/2/2021,0.09356836,,
9/3/2021,0.09356836,,
9/4/2021,0.09356836,,
9/5/2021,0.09356836,,
9/6/2021,0.09356836,,
9/7/2021,0.09356836,,
9/8/2021,0.09356836,,
9/9/2021,0.09353606,0.00003231,0.05777195
9/10/2021,0.09353606,,
9/11/2021,0.09353606,,
9/12/2021,0.09353606,,
9/13/2021,0.09353603,,
9/14/2021,0.09353603,,
9/15/2021,0.09353606,,
9/16/2021,0.09353603,,
9/17/2021,0.09353600,,
9/18/2021,0.09353600,,
9/19/2021,0.09353600,,
9/20/2021,0.09353600,,
9/21/2021,0.09353602,,
9/22/2021,0.09353602,,
9/23/2021,0.09353622,,
9/24/2021,0.09353619,,
9/25/2021,0.09353619,,
9/26/2021,0.09353619,,
9/27/2021,0.09353629,,
9/28/2021,0.09353629,,
9/29/2021,0.09353629,,
9/30/2021,0.09353629,,
10/1/2021,0.09353641,,
10/2/2021,0.09353641,,
10/3/2021,0.09353641,,
10/4/2021,0.09353641,,
10/5/2021,0.09353641,,
10/6/2021,0.09353641,,
10/7/2021,0.09353641,,
10/8/2021,0.09350524,0.00003122,0.05535348
10/9/2021,0.09350524,,
10/10/2021,0.09350524,,
10/11/2021,0.09350524,,
10/12/2021,0.09350524,,
10/13/2021,0.09350527,,
10/14/2021,0.09350527,,
10/15/2021,0.09350531,,
10/16/2021,0.09350531,,
10/17/2021,0.09350531,,
10/18/2021,0.09350531,,
10/19/2021,0.09350531,,
10/20/2021,0.09350531,,
10/21/2021,0.09350536,,
10/22/2021,0.09350536,,
10/23/2021,0.09350536,,
10/24/2021,0.09350536,,
10/25/2021,0.09350536,,
10/26/2021,0.09350531,,
10/27/2021,0.09350522,,
10/28/2021,0.09350524,,
10/29/2021,0.09350524,,
10/30/2021,0.09350524,,
10/31/2021,0.09350524,,
11/1/2021,0.09350533,,
11/2/2021,0.09350533,,
11/3/2021,0.09350538,,
11/4/2021,0.09347383,0.00003164,0.05682656
11/5/2021,0.09347383,,
11/6/2021,0.09347383,,
11/7/2021,0.09347383,,
11/8/2021,0.09347383,,
11/9/2021,0.09347383,,
11/10/2021,0.09347383,,
11/11/2021,0.09347382,,
11/12/2021,0.09347382,,
11/13/2021,0.09347382,,
11/14/2021,0.09347382,,
11/15/2021,0.09347382,,
11/16/2021,0.09347382,,
11/17/2021,0.09347381,,
11/18/2021,0.09347381,,
11/19/2021,0.09347365,,
11/20/2021,0.09347365,,
11/21/2021,0.09347365,,
11/22/2021,0.09347352,,
11/23/2021,0.09347351,,
11/24/2021,0.09347351,,
11/25/2021,0.09347351,,
11/26/2021,0.09347346,,
11/27/2021,0.09347346,,
11/28/2021,0.09347346,,
11/29/2021,0.09347346,,
11/30/2021,0.09347346,,
12/1/2021,0.09347353,,
12/2/2021,0.09347369,,
12/3/2021,0.09344215,0.00003159,0.05583270
12/4/2021,0.09344215,,
12/5/2021,0.09344215,,
12/6/2021,0.09344216,,
12/7/2021,0.09344216,,
12/8/2021,0.09344216,,
12/9/2021,0.09344216,,
12/10/2021,0.09344216,,
12/11/2021,0.09344216,,
12/12/2021,0.09344216,,
12/13/2021,0.09344216,,
12/14/2021,0.09344219,,
12/15/2021,0.09344224,,
12/16/2021,0.09344224,,
12/17/2021,0.09344222,,
12/18/2021,0.09344222,,
12/19/2021,0.09344222,,
12/20/2021,0.09344222,,
12/21/2021,0.09344222,,
12/22/2021,0.09344234,,
12/23/2021,0.09344234,,
12/24/2021,0.09344234,,
12/25/2021,0.09344234,,
12/26/2021,0.09344234,,
12/27/2021,0.09344234,,
12/28/2021,0.09344228,,
12/29/2021,0.09344228,,
12/30/2021,0.09344228,,
12/31/2021,0.09344228,,
